rate,date,pctl12_5,pctl87_5,volume,alternativeCalculation,alternativeCalculationReason,publicationTime,republication,numberOfTransactions,numberOfAgents
3.39,2024-08-28,3.35,3.4,64877.0,False,,2024-08-29T07:00:00Z,False,162.0,6.0
3.395,2024-08-29,3.35,3.46,65475.0,False,,2024-08-30T07:00:00Z,False,159.0,6.0
3.413,2024-08-30,3.35,3.5,71289.0,False,,2024-09-02T07:00:00Z,False,141.0,5.0
3.39,2024-09-02,3.35,3.4,62188.0,False,,2024-09-03T07:00:00Z,False,167.0,5.0
3.398,2024-09-03,3.35,3.5,65494.0,False,,2024-09-04T07:00:00Z,False,162.0,6.0
3.417,2024-09-04,3.35,3.5,83083.0,False,,2024-09-05T07:00:00Z,False,164.0,6.0
3.39,2024-09-05,3.33,3.4,61949.0,False,,2024-09-06T07:00:00Z,False,165.0,6.0
3.397,2024-09-06,3.35,3.46,66827.0,False,,2024-09-09T07:00:00Z,False,164.0,6.0
3.397,2024-09-09,3.35,3.46,70716.0,False,,2024-09-10T07:00:00Z,False,171.0,6.0
3.401,2024-09-10,3.35,3.5,82648.0,False,,2024-09-11T07:00:00Z,False,168.0,6.0
3.391,2024-09-11,3.32,3.4,57432.0,False,,2024-09-12T07:00:00Z,False,159.0,6.0
3.394,2024-09-12,3.33,3.45,58215.0,False,,2024-09-13T07:00:00Z,False,152.0,6.0
3.389,2024-09-13,3.35,3.4,46554.0,False,,2024-09-16T07:00:00Z,False,79.0,5.0
3.389,2024-09-16,3.35,3.4,42938.0,False,,2024-09-17T07:00:00Z,False,82.0,5.0
3.389,2024-09-17,3.35,3.4,46610.0,False,,2024-09-18T07:00:00Z,False,84.0,5.0
3.398,2024-09-18,3.35,3.5,72031.0,False,,2024-09-19T07:00:00Z,False,167.0,6.0
3.39,2024-09-19,3.35,3.4,61859.0,False,,2024-09-20T07:00:00Z,False,158.0,6.0
3.4,2024-09-20,3.35,3.5,71261.0,False,,2024-09-23T07:00:00Z,False,162.0,5.0
3.394,2024-09-23,3.35,3.4,67491.0,False,,2024-09-24T07:00:00Z,False,160.0,5.0
3.394,2024-09-24,3.35,3.4,66524.0,False,,2024-09-25T07:00:00Z,False,164.0,5.0
3.407,2024-09-25,3.35,3.5,84825.0,False,,2024-09-26T07:00:00Z,False,170.0,5.0
3.401,2024-09-26,3.35,3.5,79167.0,False,,2024-09-27T07:00:00Z,False,173.0,5.0
3.403,2024-09-27,3.35,3.5,77817.0,False,,2024-09-30T07:00:00Z,False,175.0,6.0
3.398,2024-09-30,3.35,3.4,59349.0,False,,2024-10-01T07:00:00Z,False,138.0,6.0
3.394,2024-10-01,3.34,3.4,64455.0,False,,2024-10-02T07:00:00Z,False,159.0,6.0
3.159,2024-10-02,3.1,3.4,60301.0,False,,2024-10-03T07:00:00Z,False,158.0,6.0
3.143,2024-10-03,3.1,3.15,60957.0,False,,2024-10-04T07:00:00Z,False,161.0,6.0
3.144,2024-10-04,3.1,3.15,63321.0,False,,2024-10-07T07:00:00Z,False,162.0,6.0
3.147,2024-10-07,3.1,3.18,69686.0,False,,2024-10-08T07:00:00Z,False,166.0,6.0
3.16,2024-10-08,3.1,3.25,73861.0,False,,2024-10-09T07:00:00Z,False,166.0,6.0
3.143,2024-10-09,3.1,3.15,68925.0,False,,2024-10-10T07:00:00Z,False,170.0,5.0
3.142,2024-10-10,3.1,3.15,64495.0,False,,2024-10-11T07:00:00Z,False,164.0,5.0
3.139,2024-10-11,3.08,3.15,62878.0,False,,2024-10-14T07:00:00Z,False,156.0,5.0
3.14,2024-10-14,3.1,3.15,65455.0,False,,2024-10-15T07:00:00Z,False,159.0,5.0
3.138,2024-10-15,3.1,3.15,58494.0,False,,2024-10-16T07:00:00Z,False,160.0,6.0
3.155,2024-10-16,3.1,3.25,67366.0,False,,2024-10-17T07:00:00Z,False,167.0,6.0
3.172,2024-10-17,3.12,3.25,71661.0,False,,2024-10-18T07:00:00Z,False,167.0,6.0
3.155,2024-10-18,3.1,3.25,65172.0,False,,2024-10-21T07:00:00Z,False,172.0,6.0
3.148,2024-10-21,3.1,3.21,67575.0,False,,2024-10-22T07:00:00Z,False,170.0,6.0
3.143,2024-10-22,3.09,3.16,62188.0,False,,2024-10-23T07:00:00Z,False,171.0,5.0
3.142,2024-10-23,3.1,3.15,70874.0,False,,2024-10-24T07:00:00Z,False,181.0,6.0
3.145,2024-10-24,3.1,3.15,77370.0,False,,2024-10-25T07:00:00Z,False,174.0,5.0
3.142,2024-10-25,3.1,3.15,73968.0,False,,2024-10-28T08:00:00Z,False,178.0,5.0
3.142,2024-10-28,3.08,3.15,71761.0,False,,2024-10-29T08:00:00Z,False,176.0,6.0
3.144,2024-10-29,3.1,3.15,75822.0,False,,2024-10-30T08:00:00Z,False,177.0,6.0
3.172,2024-10-30,3.1,3.25,71691.0,False,,2024-10-31T08:00:00Z,False,184.0,6.0
3.145,2024-10-31,3.09,3.2,72273.0,False,,2024-11-01T08:00:00Z,False,152.0,6.0
3.14,2024-11-01,3.08,3.2,75854.0,False,,2024-11-04T08:00:00Z,False,170.0,6.0
3.139,2024-11-04,3.08,3.15,75868.0,False,,2024-11-05T08:00:00Z,False,174.0,6.0
3.142,2024-11-05,3.08,3.2,74532.0,False,,2024-11-06T08:00:00Z,False,179.0,6.0
3.142,2024-11-06,3.08,3.2,73348.0,False,,2024-11-07T08:00:00Z,False,180.0,6.0
3.139,2024-11-07,3.05,3.15,68801.0,False,,2024-11-08T08:00:00Z,False,184.0,6.0
3.149,2024-11-08,3.08,3.25,77306.0,False,,2024-11-11T08:00:00Z,False,183.0,5.0
3.144,2024-11-11,3.1,3.21,75850.0,False,,2024-11-12T08:00:00Z,False,178.0,6.0
3.156,2024-11-12,3.09,3.25,87317.0,False,,2024-11-13T08:00:00Z,False,177.0,6.0
2.689,2024-11-13,2.55,3.15,62117.0,False,,2024-11-14T08:00:00Z,False,172.0,6.0
2.642,2024-11-14,2.55,2.7,55822.0,False,,2024-11-15T08:00:00Z,False,178.0,6.0
2.644,2024-11-15,2.55,2.7,58802.0,False,,2024-11-18T08:00:00Z,False,177.0,6.0
2.662,2024-11-18,2.58,2.75,74248.0,False,,2024-11-19T08:00:00Z,False,174.0,5.0
2.664,2024-11-19,2.6,2.75,84440.0,False,,2024-11-20T08:00:00Z,False,182.0,5.0
2.641,2024-11-20,2.58,2.65,73180.0,False,,2024-11-21T08:00:00Z,False,176.0,6.0
2.639,2024-11-21,2.58,2.65,75026.0,False,,2024-11-22T08:00:00Z,False,179.0,5.0
2.643,2024-11-22,2.58,2.65,75682.0,False,,2024-11-25T08:00:00Z,False,182.0,6.0
2.644,2024-11-25,2.58,2.65,81468.0,False,,2024-11-26T08:00:00Z,False,183.0,6.0
2.644,2024-11-26,2.59,2.65,89978.0,False,,2024-11-27T08:00:00Z,False,192.0,6.0
2.639,2024-11-27,2.58,2.65,84050.0,False,,2024-11-28T08:00:00Z,False,182.0,6.0
2.638,2024-11-28,2.58,2.65,83955.0,False,,2024-11-29T08:00:00Z,False,189.0,5.0
2.641,2024-11-29,2.58,2.65,72481.0,False,,2024-12-02T08:00:00Z,False,157.0,6.0
2.641,2024-12-02,2.58,2.7,80982.0,False,,2024-12-03T08:00:00Z,False,185.0,6.0
2.639,2024-12-03,2.55,2.65,75722.0,False,,2024-12-04T08:00:00Z,False,186.0,6.0
2.658,2024-12-04,2.58,2.75,70824.0,False,,2024-12-05T08:00:00Z,False,183.0,6.0
2.669,2024-12-05,2.6,2.75,79040.0,False,,2024-12-06T08:00:00Z,False,179.0,5.0
2.634,2024-12-06,2.55,2.7,69227.0,False,,2024-12-09T08:00:00Z,False,179.0,5.0
2.641,2024-12-09,2.55,2.7,69623.0,False,,2024-12-10T08:00:00Z,False,181.0,5.0
2.644,2024-12-10,2.55,2.7,71248.0,False,,2024-12-11T08:00:00Z,False,181.0,6.0
2.636,2024-12-11,2.55,2.65,70679.0,False,,2024-12-12T08:00:00Z,False,181.0,5.0
2.63,2024-12-12,2.55,2.65,60889.0,False,,2024-12-13T08:00:00Z,False,181.0,6.0
2.63,2024-12-13,2.55,2.65,58783.0,False,,2024-12-16T08:00:00Z,False,185.0,6.0
2.627,2024-12-16,2.55,2.65,49461.0,False,,2024-12-17T08:00:00Z,False,174.0,6.0
2.625,2024-12-17,2.55,2.65,49792.0,False,,2024-12-18T08:00:00Z,False,179.0,6.0
2.625,2024-12-18,2.55,2.65,56900.0,False,,2024-12-19T08:00:00Z,False,187.0,6.0
2.631,2024-12-19,2.55,2.65,56781.0,False,,2024-12-20T08:00:00Z,False,181.0,5.0
2.63,2024-12-20,2.54,2.65,50924.0,False,,2024-12-23T08:00:00Z,False,178.0,6.0
2.661,2024-12-23,2.6,2.75,85611.0,False,,2024-12-27T08:00:00Z,False,171.0,6.0
2.622,2024-12-27,2.55,2.65,45146.0,False,,2024-12-30T08:00:00Z,False,167.0,5.0
-4.347,2024-12-30,-10.73,2.52,25250.0,False,,2025-01-02T08:00:00Z,False,88.0,6.0
2.622,2025-01-02,2.55,2.65,40745.0,False,,2025-01-03T08:00:00Z,False,151.0,6.0
2.624,2025-01-03,2.55,2.7,42756.0,False,,2025-01-07T08:00:00Z,False,156.0,6.0
2.626,2025-01-07,2.55,2.7,48934.0,False,,2025-01-08T08:00:00Z,False,172.0,6.0
2.393,2025-01-08,2.3,2.5,52761.0,False,,2025-01-09T08:00:00Z,False,168.0,6.0
2.38,2025-01-09,2.3,2.4,46271.0,False,,2025-01-10T08:00:00Z,False,175.0,6.0
2.377,2025-01-10,2.3,2.4,48978.0,False,,2025-01-13T08:00:00Z,False,176.0,6.0
2.381,2025-01-13,2.3,2.4,50651.0,False,,2025-01-14T08:00:00Z,False,178.0,6.0
2.378,2025-01-14,2.3,2.4,48436.0,False,,2025-01-15T08:00:00Z,False,182.0,7.0
2.378,2025-01-15,2.3,2.4,54696.0,False,,2025-01-16T08:00:00Z,False,178.0,6.0
2.381,2025-01-16,2.3,2.4,60101.0,False,,2025-01-17T08:00:00Z,False,178.0,6.0
2.384,2025-01-17,2.32,2.4,64476.0,False,,2025-01-20T08:00:00Z,False,182.0,6.0
2.38,2025-01-20,2.3,2.4,59501.0,False,,2025-01-21T08:00:00Z,False,185.0,6.0
2.381,2025-01-21,2.28,2.4,56671.0,False,,2025-01-22T08:00:00Z,False,181.0,6.0
2.381,2025-01-22,2.3,2.4,57122.0,False,,2025-01-23T08:06:00Z,False,180.0,6.0
2.384,2025-01-23,2.3,2.4,62783.0,False,,2025-01-24T08:00:00Z,False,184.0,6.0
2.39,2025-01-24,2.3,2.45,68111.0,False,,2025-01-27T08:00:00Z,False,189.0,6.0
2.385,2025-01-27,2.3,2.4,62332.0,False,,2025-01-28T08:00:00Z,False,191.0,6.0
2.384,2025-01-28,2.3,2.4,59507.0,False,,2025-01-29T08:00:00Z,False,182.0,5.0
2.379,2025-01-29,2.3,2.4,57285.0,False,,2025-01-30T08:00:00Z,False,184.0,6.0
2.381,2025-01-30,2.3,2.4,60247.0,False,,2025-01-31T08:00:00Z,False,183.0,5.0
2.389,2025-01-31,2.3,2.4,55563.0,False,,2025-02-03T08:00:00Z,False,160.0,5.0
2.386,2025-02-03,2.3,2.4,60229.0,False,,2025-02-04T08:00:00Z,False,189.0,5.0
2.385,2025-02-04,2.3,2.4,58896.0,False,,2025-02-05T08:00:00Z,False,188.0,7.0
2.145,2025-02-05,2.08,2.21,68116.0,False,,2025-02-06T08:00:00Z,False,188.0,5.0
2.138,2025-02-06,2.07,2.15,63711.0,False,,2025-02-07T08:00:00Z,False,189.0,5.0
2.135,2025-02-07,2.05,2.15,60663.0,False,,2025-02-10T08:00:00Z,False,185.0,5.0
2.141,2025-02-10,2.08,2.15,74231.0,False,,2025-02-11T08:00:00Z,False,185.0,6.0
2.138,2025-02-11,2.08,2.15,73871.0,False,,2025-02-12T08:00:00Z,False,187.0,5.0
2.132,2025-02-12,2.05,2.15,51557.0,False,,2025-02-13T08:00:00Z,False,178.0,5.0
2.128,2025-02-13,2.05,2.15,45607.0,False,,2025-02-14T08:00:00Z,False,179.0,5.0
2.13,2025-02-14,2.0,2.15,47119.0,False,,2025-02-17T08:00:00Z,False,182.0,5.0
2.133,2025-02-17,2.05,2.15,51833.0,False,,2025-02-18T08:00:00Z,False,188.0,5.0
2.137,2025-02-18,2.05,2.15,54100.0,False,,2025-02-19T08:00:00Z,False,187.0,5.0
2.147,2025-02-19,2.07,2.25,61843.0,False,,2025-02-20T08:00:00Z,False,187.0,5.0
2.136,2025-02-20,2.05,2.15,56161.0,False,,2025-02-21T08:00:00Z,False,187.0,5.0
2.138,2025-02-21,2.05,2.15,55169.0,False,,2025-02-24T08:00:00Z,False,190.0,5.0
2.141,2025-02-24,2.07,2.15,62937.0,False,,2025-02-25T08:00:00Z,False,187.0,5.0
2.142,2025-02-25,2.1,2.15,72850.0,False,,2025-02-26T08:00:00Z,False,198.0,6.0
2.138,2025-02-26,2.07,2.15,63891.0,False,,2025-02-27T08:00:00Z,False,194.0,6.0
2.136,2025-02-27,2.07,2.15,67329.0,False,,2025-02-28T08:00:00Z,False,191.0,6.0
2.142,2025-02-28,2.08,2.15,68044.0,False,,2025-03-03T08:00:00Z,False,158.0,6.0
2.139,2025-03-03,2.07,2.2,75772.0,False,,2025-03-04T08:00:00Z,False,188.0,6.0
2.136,2025-03-04,2.07,2.15,69803.0,False,,2025-03-05T08:00:00Z,False,185.0,6.0
2.136,2025-03-05,2.05,2.15,62106.0,False,,2025-03-06T08:00:00Z,False,186.0,6.0
2.137,2025-03-06,2.07,2.15,61385.0,False,,2025-03-07T08:00:00Z,False,183.0,6.0
2.143,2025-03-07,2.1,2.21,77773.0,False,,2025-03-10T08:00:00Z,False,188.0,4.0
2.137,2025-03-10,2.1,2.15,84117.0,False,,2025-03-11T08:00:00Z,False,187.0,6.0
2.136,2025-03-11,2.07,2.15,80571.0,False,,2025-03-12T08:00:00Z,False,183.0,6.0
2.133,2025-03-12,2.05,2.15,52816.0,False,,2025-03-13T08:00:00Z,False,177.0,6.0
2.134,2025-03-13,2.05,2.15,58037.0,False,,2025-03-14T08:00:00Z,False,176.0,6.0
2.131,2025-03-14,2.05,2.15,52295.0,False,,2025-03-17T08:00:00Z,False,174.0,6.0
2.137,2025-03-17,2.05,2.25,56298.0,False,,2025-03-18T08:00:00Z,False,177.0,6.0
2.13,2025-03-18,2.05,2.15,51303.0,False,,2025-03-19T08:00:00Z,False,187.0,6.0
2.168,2025-03-19,2.1,2.25,70617.0,False,,2025-03-20T08:00:00Z,False,186.0,5.0
2.132,2025-03-20,2.05,2.15,54709.0,False,,2025-03-21T08:00:00Z,False,183.0,5.0
2.131,2025-03-21,2.05,2.15,62623.0,False,,2025-03-24T08:00:00Z,False,193.0,5.0
2.139,2025-03-24,2.07,2.15,67416.0,False,,2025-03-25T08:00:00Z,False,184.0,5.0
2.146,2025-03-25,2.08,2.25,70561.0,False,,2025-03-26T08:00:00Z,False,187.0,6.0
2.138,2025-03-26,2.07,2.15,66717.0,False,,2025-03-27T08:00:00Z,False,194.0,6.0
2.139,2025-03-27,2.07,2.15,70931.0,False,,2025-03-28T08:00:00Z,False,194.0,6.0
2.137,2025-03-28,2.05,2.15,73857.0,False,,2025-03-31T07:00:00Z,False,192.0,6.0
2.141,2025-03-31,2.08,2.15,60746.0,False,,2025-04-01T07:00:00Z,False,154.0,6.0
2.135,2025-04-01,2.05,2.15,69152.0,False,,2025-04-02T07:00:00Z,False,189.0,6.0
2.131,2025-04-02,2.05,2.15,60867.0,False,,2025-04-03T07:00:00Z,False,188.0,5.0
2.134,2025-04-03,2.05,2.15,63722.0,False,,2025-04-04T07:00:00Z,False,194.0,6.0
2.137,2025-04-04,2.05,2.15,66837.0,False,,2025-04-07T07:00:00Z,False,193.0,5.0
2.132,2025-04-07,2.05,2.15,74648.0,False,,2025-04-08T07:00:00Z,False,195.0,5.0
2.136,2025-04-08,2.05,2.15,64695.0,False,,2025-04-09T07:00:00Z,False,197.0,5.0
2.132,2025-04-09,2.05,2.15,66919.0,False,,2025-04-10T07:00:00Z,False,191.0,5.0
2.134,2025-04-10,2.05,2.15,68460.0,False,,2025-04-11T07:00:00Z,False,197.0,5.0
2.134,2025-04-11,2.05,2.15,69991.0,False,,2025-04-14T07:00:00Z,False,199.0,5.0
2.136,2025-04-14,2.05,2.15,74728.0,False,,2025-04-15T07:00:00Z,False,199.0,5.0
2.134,2025-04-15,2.05,2.15,73417.0,False,,2025-04-16T07:00:00Z,False,192.0,5.0
2.136,2025-04-16,2.1,2.15,79383.0,False,,2025-04-17T07:00:00Z,False,196.0,5.0
2.139,2025-04-17,2.05,2.15,73335.0,False,,2025-04-22T07:00:00Z,False,194.0,5.0
2.138,2025-04-22,2.05,2.15,72794.0,False,,2025-04-23T07:00:00Z,False,202.0,6.0
2.137,2025-04-23,2.05,2.15,76117.0,False,,2025-04-24T07:00:00Z,False,199.0,6.0
2.16,2025-04-24,2.1,2.25,107356.0,False,,2025-04-25T07:00:00Z,False,209.0,5.0
2.138,2025-04-25,2.1,2.15,90026.0,False,,2025-04-28T07:00:00Z,False,210.0,6.0
2.139,2025-04-28,2.1,2.15,85217.0,False,,2025-04-29T07:00:00Z,False,213.0,5.0
2.141,2025-04-29,2.1,2.15,82190.0,False,,2025-04-30T07:00:00Z,False,214.0,5.0
2.14,2025-04-30,2.09,2.15,74762.0,False,,2025-05-02T07:00:00Z,False,174.0,6.0
2.138,2025-05-02,2.05,2.15,66371.0,False,,2025-05-05T07:00:00Z,False,200.0,5.0
2.146,2025-05-05,2.07,2.25,84426.0,False,,2025-05-06T07:00:00Z,False,204.0,5.0
2.138,2025-05-06,2.07,2.2,80792.0,False,,2025-05-07T07:00:00Z,False,206.0,6.0
2.135,2025-05-07,2.05,2.15,72938.0,False,,2025-05-08T07:00:00Z,False,207.0,6.0
2.136,2025-05-08,2.07,2.15,68265.0,False,,2025-05-09T07:00:00Z,False,208.0,6.0
2.137,2025-05-09,2.05,2.21,68609.0,False,,2025-05-12T07:00:00Z,False,205.0,6.0
2.157,2025-05-12,2.08,2.25,76163.0,False,,2025-05-13T07:00:00Z,False,205.0,6.0
2.126,2025-05-13,2.03,2.15,52004.0,False,,2025-05-14T07:00:00Z,False,192.0,6.0
2.136,2025-05-14,2.05,2.21,63645.0,False,,2025-05-15T07:00:00Z,False,197.0,6.0
2.133,2025-05-15,2.05,2.15,58367.0,False,,2025-05-16T07:00:00Z,False,191.0,6.0
2.138,2025-05-16,2.05,2.15,73001.0,False,,2025-05-19T07:00:00Z,False,191.0,5.0
2.139,2025-05-19,2.05,2.15,65056.0,False,,2025-05-20T07:00:00Z,False,197.0,6.0
2.137,2025-05-20,2.05,2.15,69584.0,False,,2025-05-21T07:00:00Z,False,196.0,6.0
2.14,2025-05-21,2.07,2.15,69331.0,False,,2025-05-22T07:00:00Z,False,192.0,6.0
2.14,2025-05-22,2.07,2.15,71389.0,False,,2025-05-23T07:00:00Z,False,197.0,6.0
2.144,2025-05-23,2.1,2.15,75290.0,False,,2025-05-26T07:00:00Z,False,199.0,6.0
2.144,2025-05-26,2.1,2.15,79792.0,False,,2025-05-27T07:00:00Z,False,204.0,5.0
2.138,2025-05-27,2.06,2.15,69502.0,False,,2025-05-28T07:00:00Z,False,199.0,4.0
2.14,2025-05-28,2.07,2.15,57423.0,False,,2025-05-30T07:00:00Z,False,194.0,5.0
2.145,2025-05-30,2.1,2.15,55131.0,False,,2025-06-02T07:00:00Z,False,159.0,5.0
2.141,2025-06-02,2.08,2.15,60895.0,False,,2025-06-03T07:00:00Z,False,190.0,4.0
2.141,2025-06-03,2.09,2.15,65823.0,False,,2025-06-04T07:00:00Z,False,198.0,6.0
2.139,2025-06-04,2.1,2.15,63232.0,False,,2025-06-05T07:00:00Z,False,196.0,4.0
2.141,2025-06-05,2.05,2.15,62015.0,False,,2025-06-09T07:00:00Z,False,203.0,5.0
2.177,2025-06-09,2.1,2.25,72344.0,False,,2025-06-10T07:00:00Z,False,200.0,6.0
2.154,2025-06-10,2.1,2.25,71444.0,False,,2025-06-11T07:00:00Z,False,203.0,5.0
2.143,2025-06-11,2.07,2.2,61929.0,False,,2025-06-12T07:00:00Z,False,198.0,5.0
2.138,2025-06-12,2.05,2.2,62920.0,False,,2025-06-13T07:00:00Z,False,194.0,6.0
2.145,2025-06-13,2.08,2.2,67215.0,False,,2025-06-16T07:00:00Z,False,193.0,6.0
2.145,2025-06-16,2.08,2.2,68818.0,False,,2025-06-17T07:00:00Z,False,196.0,6.0
2.157,2025-06-17,2.09,2.21,71531.0,False,,2025-06-18T07:00:00Z,False,197.0,5.0
2.142,2025-06-18,2.07,2.2,69002.0,False,,2025-06-19T07:00:00Z,False,202.0,6.0
2.138,2025-06-19,2.05,2.2,70663.0,False,,2025-06-23T07:00:00Z,False,202.0,6.0
2.139,2025-06-23,2.08,2.2,68336.0,False,,2025-06-24T07:00:00Z,False,205.0,5.0
2.138,2025-06-24,2.09,2.15,72895.0,False,,2025-06-25T07:00:00Z,False,205.0,6.0
1.887,2025-06-25,1.85,1.9,74375.0,False,,2025-06-26T07:00:00Z,False,212.0,6.0
1.888,2025-06-26,1.85,1.9,71271.0,False,,2025-06-27T07:00:00Z,False,205.0,6.0
1.905,2025-06-27,1.87,1.96,77404.0,False,,2025-06-30T07:00:00Z,False,212.0,6.0
1.912,2025-06-30,1.89,2.0,66925.0,False,,2025-07-01T07:00:00Z,False,172.0,5.0
1.891,2025-07-01,1.85,1.9,70545.0,False,,2025-07-02T07:00:00Z,False,202.0,4.0
1.885,2025-07-02,1.82,1.9,60809.0,False,,2025-07-03T07:00:00Z,False,207.0,4.0
1.89,2025-07-03,1.8,1.9,60537.0,False,,2025-07-04T07:00:00Z,False,206.0,6.0
1.884,2025-07-04,1.8,1.9,62349.0,False,,2025-07-07T07:00:00Z,False,209.0,5.0
1.896,2025-07-07,1.85,1.98,70335.0,False,,2025-07-08T07:00:00Z,False,213.0,5.0
1.886,2025-07-08,1.8,1.9,59442.0,False,,2025-07-09T07:00:00Z,False,212.0,5.0
1.884,2025-07-09,1.8,1.9,64691.0,False,,2025-07-10T07:00:00Z,False,213.0,6.0
1.885,2025-07-10,1.8,1.9,61029.0,False,,2025-07-11T07:00:00Z,False,215.0,6.0
1.885,2025-07-11,1.8,1.9,62884.0,False,,2025-07-14T07:00:00Z,False,211.0,6.0
1.893,2025-07-14,1.83,1.9,70270.0,False,,2025-07-15T07:00:00Z,False,210.0,5.0
1.893,2025-07-15,1.83,1.9,70741.0,False,,2025-07-16T07:00:00Z,False,211.0,5.0
1.885,2025-07-16,1.8,1.9,57709.0,False,,2025-07-17T07:00:00Z,False,206.0,4.0
1.889,2025-07-17,1.8,1.95,60906.0,False,,2025-07-18T07:00:00Z,False,213.0,5.0
1.885,2025-07-18,1.8,1.95,55946.0,False,,2025-07-21T07:00:00Z,False,213.0,5.0
1.886,2025-07-21,1.8,1.9,65524.0,False,,2025-07-22T07:00:00Z,False,221.0,5.0
1.888,2025-07-22,1.82,1.95,73397.0,False,,2025-07-23T07:00:00Z,False,224.0,5.0
1.891,2025-07-23,1.83,1.95,74052.0,False,,2025-07-24T07:00:00Z,False,225.0,5.0
1.908,2025-07-24,1.85,2.0,89864.0,False,,2025-07-25T07:00:00Z,False,225.0,5.0
1.902,2025-07-25,1.85,2.0,85045.0,False,,2025-07-28T07:00:00Z,False,225.0,5.0
1.893,2025-07-28,1.83,1.96,85758.0,False,,2025-07-29T07:00:00Z,False,224.0,5.0
1.894,2025-07-29,1.83,1.96,85724.0,False,,2025-07-30T07:00:00Z,False,218.0,5.0
1.89,2025-07-30,1.83,1.9,73350.0,False,,2025-07-31T07:00:00Z,False,216.0,5.0
1.891,2025-07-31,1.85,1.9,68052.0,False,,2025-08-01T07:00:00Z,False,180.0,5.0
1.887,2025-08-01,1.82,1.9,72861.0,False,,2025-08-04T07:00:00Z,False,214.0,4.0
1.883,2025-08-04,1.8,1.9,73552.0,False,,2025-08-05T07:00:00Z,False,216.0,4.0
1.885,2025-08-05,1.83,1.9,69908.0,False,,2025-08-06T07:00:00Z,False,220.0,5.0
1.887,2025-08-06,1.8,1.9,66436.0,False,,2025-08-07T07:00:00Z,False,218.0,5.0
1.888,2025-08-07,1.8,1.9,65387.0,False,,2025-08-08T07:00:00Z,False,220.0,5.0
1.902,2025-08-08,1.82,2.0,79675.0,False,,2025-08-11T07:00:00Z,False,218.0,5.0
1.893,2025-08-11,1.83,1.96,82224.0,False,,2025-08-12T07:00:00Z,False,217.0,5.0
1.893,2025-08-12,1.83,1.91,88677.0,False,,2025-08-13T07:00:00Z,False,215.0,5.0
1.919,2025-08-13,1.83,2.0,76232.0,False,,2025-08-14T07:00:00Z,False,211.0,5.0
1.916,2025-08-14,1.85,2.0,71288.0,False,,2025-08-15T07:00:00Z,False,212.0,5.0
1.938,2025-08-15,1.87,2.0,87960.0,False,,2025-08-18T07:00:00Z,False,209.0,5.0
1.944,2025-08-18,1.87,2.01,79594.0,False,,2025-08-19T07:00:00Z,False,216.0,4.0
1.89,2025-08-19,1.8,1.9,73141.0,False,,2025-08-20T07:00:00Z,False,220.0,5.0
1.895,2025-08-20,1.85,1.9,87686.0,False,,2025-08-21T07:00:00Z,False,218.0,5.0
1.889,2025-08-21,1.83,1.9,74996.0,False,,2025-08-22T07:00:00Z,False,219.0,4.0
1.891,2025-08-22,1.85,1.9,79898.0,False,,2025-08-25T07:00:00Z,False,210.0,5.0
1.889,2025-08-25,1.83,1.9,77670.0,False,,2025-08-26T07:00:00Z,False,212.0,4.0
1.891,2025-08-26,1.83,1.9,76806.0,False,,2025-08-27T07:00:00Z,False,215.0,6.0
1.892,2025-08-27,1.82,1.91,73031.0,False,,2025-08-28T07:00:00Z,False,210.0,5.0
1.89,2025-08-28,1.8,1.91,69048.0,False,,2025-08-29T07:00:00Z,False,211.0,5.0
1.894,2025-08-29,1.85,1.92,64172.0,False,,2025-09-01T07:00:00Z,False,169.0,4.0
1.891,2025-09-01,1.8,1.91,73488.0,False,,2025-09-02T07:00:00Z,False,209.0,4.0
1.888,2025-09-02,1.8,1.9,68367.0,False,,2025-09-03T07:00:00Z,False,210.0,5.0
1.886,2025-09-03,1.83,1.9,70626.0,False,,2025-09-04T07:00:00Z,False,207.0,5.0
1.884,2025-09-04,1.83,1.9,67920.0,False,,2025-09-05T07:00:00Z,False,205.0,5.0
1.886,2025-09-05,1.82,1.9,70520.0,False,,2025-09-08T07:00:00Z,False,206.0,5.0
1.887,2025-09-08,1.82,1.9,66270.0,False,,2025-09-09T07:00:00Z,False,210.0,5.0
1.887,2025-09-09,1.85,1.9,68910.0,False,,2025-09-10T07:00:00Z,False,209.0,5.0
1.893,2025-09-10,1.8,1.96,65526.0,False,,2025-09-11T07:00:00Z,False,204.0,5.0
1.888,2025-09-11,1.82,1.96,59549.0,False,,2025-09-12T07:00:00Z,False,203.0,4.0
1.93,2025-09-12,1.83,2.0,69985.0,False,,2025-09-15T07:00:00Z,False,198.0,4.0
1.881,2025-09-15,1.8,1.9,56927.0,False,,2025-09-16T07:00:00Z,False,199.0,5.0
1.882,2025-09-16,1.8,1.91,54374.0,False,,2025-09-17T07:00:00Z,False,206.0,5.0
1.89,2025-09-17,1.85,1.9,85734.0,False,,2025-09-18T07:00:00Z,False,217.0,5.0
1.892,2025-09-18,1.85,1.96,83899.0,False,,2025-09-19T07:00:00Z,False,220.0,6.0
1.888,2025-09-19,1.8,1.9,72951.0,False,,2025-09-22T07:00:00Z,False,219.0,6.0
1.892,2025-09-22,1.83,1.96,81932.0,False,,2025-09-23T07:00:00Z,False,227.0,6.0
